project_id,year,recipient_condensed,flow_class,usd_defl_2014,usd_current,recipient_iso3,recipient_region
30395,2012,Mali,Vague (Official Finance),"9,227,484","8,713,102",MLI,Africa
30397,2012,Mali,ODA-like,"226,634","214,000",MLI,Africa
30398,2012,Namibia,ODA-like,,,NAM,Africa
30399,2011,Somalia,ODA-like,"17,759,797","16,000,000",SOM,Africa
30401,2012,Kenya,ODA-like,"50,114","47,321",KEN,Africa
30402,2011,Kenya,ODA-like,"211,221,970","190,292,236",KEN,Africa
30403,2009,Namibia,ODA-like,"13,905,889","10,246,777",NAM,Africa
30404,2013,Mali,Vague (Official Finance),"350,779,911","345,000,000",MLI,Africa
30405,2012,Namibia,ODA-like,,,NAM,Africa
30409,2012,Mali,Vague (Official Finance),"34,849,852","32,907,164",MLI,Africa
30410,2012,Mali,ODA-like,"1,452,077","1,371,132",MLI,Africa
30413,2012,Niger,ODA-like,,,NER,Africa
30415,2012,Niger,ODA-like,"27,111,307","25,600,000",NER,Africa
30416,2012,Niger,ODA-like,"2,012,167","1,900,000",NER,Africa
30421,2012,Sudan,ODA-like,,,SDN,Africa
30422,2012,Sudan,ODA-like,,,SDN,Africa
30423,2011,Sudan,ODA-like,,,SDN,Africa
30426,2012,Egypt,Vague (Official Finance),"211,807,087","200,000,000",EGY,Africa
30429,2012,South Sudan,ODA-like,,,SSD,Africa
30432,2012,Sudan,ODA-like,,,SDN,Africa
30433,2012,Sudan,ODA-like,"30,199,038","28,515,607",SDN,Africa
30434,2012,Sudan,OOF-like,"20,132,692","19,010,404",SDN,Africa
30437,2008,Tanzania,Vague (Official Finance),"46,055,697","33,400,000",TZA,Africa
30440,2012,Sudan,OOF-like,"1,588,553,152","1,500,000,000",SDN,Africa
30442,2010,"Congo, Dem. Rep.",Vague (Official Finance),"25,103,654","19,960,000",COD,Africa
30445,2011,Uganda,ODA-like,"17,178,580","15,476,375",UGA,Africa
30447,2010,Tunisia,ODA-like,,,TUN,Africa
30448,2012,Tunisia,ODA-like,"13,421,795","12,673,603",TUN,Africa
30450,2010,Nigeria,ODA-like,"502,450,386","399,500,000",NGA,Africa
30452,2011,Rwanda,ODA-like,,,RWA,Africa
30453,2013,Nigeria,ODA-like,,,NGA,Africa
30454,2013,Nigeria,OOF-like,"6,100,520,183","6,000,000,000",NGA,Africa
30456,2012,Rwanda,ODA-like,,,RWA,Africa
30459,2012,Uganda,ODA-like,,,UGA,Africa
30466,2013,Sudan,ODA-like,,,SDN,Africa
30467,2010,Zambia,Vague (Official Finance),"39,554,605","31,450,000",ZMB,Africa
30469,2009,Zambia,ODA-like,"62,155,124","45,800,000",ZMB,Africa
30471,2009,Zambia,ODA-like,"15,742,346","11,600,000",ZMB,Africa
30472,2009,Zambia,ODA-like,"33,927,470","25,000,000",ZMB,Africa
30474,2001,Djibouti,OOF-like,"27,467,341","12,081,572",DJI,Africa
30476,2011,Burundi,ODA-like,"8,589,290","7,738,188",BDI,Africa
30480,2011,Burundi,ODA-like,"17,178,580","15,476,375",BDI,Africa
30481,2012,Ghana,ODA-like,"33,837,771","31,951,500",GHA,Africa
30483,2013,Burundi,ODA-like,"7,625,650","7,500,000",BDI,Africa
30486,2013,Burundi,ODA-like,,,BDI,Africa
30487,2013,Burundi,ODA-like,,,BDI,Africa
30491,2012,Burundi,ODA-like,,,BDI,Africa
30494,2008,"Congo, Rep.",ODA-like,"6,158,539","4,466,227",COG,Africa
30495,2010,"Congo, Rep.",ODA-like,"9,395,717","7,470,567",COG,Africa
30496,2012,"Congo, Rep.",ODA-like,,,COG,Africa
30497,2012,"Congo, Rep.",ODA-like,"8,388,622","7,921,002",COG,Africa
30499,2012,"Congo, Rep.",ODA-like,"73,804,147","69,689,969",COG,Africa
30501,2013,"Congo, Rep.",ODA-like,"163,697,292","161,000,000",COG,Africa
30502,2013,"Congo, Rep.",Vague (Official Finance),"64,055,462","63,000,000",COG,Africa
30503,2013,"Congo, Rep.",ODA-like,"15,435,288","15,180,956",COG,Africa
30504,2013,"Congo, Rep.",ODA-like,"15,435,288","15,180,956",COG,Africa
30507,2011,"Congo, Rep.",ODA-like,"9,324,375","8,400,434",COG,Africa
30508,2012,"Congo, Rep.",ODA-like,,,COG,Africa
30509,2009,"Congo, Rep.",ODA-like,"397,311","292,765",COG,Africa
30513,2010,"Congo, Rep.",ODA-like,,,COG,Africa
30514,2007,"Congo, Rep.",ODA-like,,,COG,Africa
30515,2013,"Congo, Rep.",ODA-like,,,COG,Africa
30517,2011,"Congo, Rep.",ODA-like,"192,891","173,778",COG,Africa
30518,2010,"Congo, Rep.",ODA-like,"126,969","100,954",COG,Africa
30520,2013,"Congo, Rep.",OOF-like,,,COG,Africa
30522,2012,"Congo, Rep.",ODA-like,,,COG,Africa
30523,2008,"Congo, Rep.",ODA-like,"923,781","669,934",COG,Africa
30524,2012,"Congo, Rep.",ODA-like,,,COG,Africa
30525,2011,"Congo, Rep.",ODA-like,,,COG,Africa
30527,2013,Eritrea,ODA-like,,,ERI,Africa
30528,2010,Eritrea,ODA-like,,,ERI,Africa
30531,2013,South Africa,OOF-like,"5,083,766,819","5,000,000,000",ZAF,Africa
30533,2010,Eritrea,ODA-like,,,ERI,Africa
30534,2013,Equatorial Guinea,OOF-like,,,GNQ,Africa
30535,2012,Equatorial Guinea,Vague (Official Finance),,,GNQ,Africa
30536,2012,Equatorial Guinea,ODA-like,,,GNQ,Africa
30538,2012,Equatorial Guinea,ODA-like,,,GNQ,Africa
30539,2012,Equatorial Guinea,ODA-like,,,GNQ,Africa
30540,2012,Equatorial Guinea,ODA-like,,,GNQ,Africa
30543,2014,Sudan,ODA-like,"700,000,000","700,000,000",SDN,Africa
30546,2011,Equatorial Guinea,ODA-like,,,GNQ,Africa
30548,2011,Equatorial Guinea,ODA-like,,,GNQ,Africa
30552,2011,Ethiopia,ODA-like,"8,589,290","7,738,188",ETH,Africa
30553,2010,Ethiopia,ODA-like,"5,573,034","4,431,139",ETH,Africa
30554,2010,Ethiopia,ODA-like,"372,187,748","295,927,736",ETH,Africa
30555,2010,Ethiopia,ODA-like,"295,265,252","234,766,400",ETH,Africa
30556,2011,Ethiopia,ODA-like,"110,765,635","99,790,000",ETH,Africa
30559,2013,South Africa,ODA-like,,,ZAF,Africa
30560,2013,Ethiopia,ODA-like,,,ETH,Africa
30563,2011,Ethiopia,ODA-like,"66,599,240","60,000,000",ETH,Africa
30565,2013,Gabon,Vague (Official Finance),"579,549,417","570,000,000",GAB,Africa
30568,2013,Gabon,Vague (Official Finance),"103,708,843","102,000,000",GAB,Africa
30570,2012,Cape Verde,ODA-like,"54,010,807","51,000,000",CPV,Africa
30571,2012,Ghana,ODA-like,"1,588,553","1,500,000",GHA,Africa
30577,2011,Ghana,ODA-like,"12,265,360","11,050,000",GHA,Africa
30582,2011,Cote D'Ivoire,ODA-like,"940,934","847,698",CIV,Africa
30583,2011,Cote D'Ivoire,ODA-like,"3,998,970","3,602,717",CIV,Africa
30584,2011,Cote D'Ivoire,ODA-like,,,CIV,Africa
30585,2008,Cote D'Ivoire,ODA-like,"400,305","290,305",CIV,Africa
30586,2013,Tanzania,OOF-like,"289,774,709","285,000,000",TZA,Africa
30588,2012,Djibouti,ODA-like,"10,590,354","10,000,000",DJI,Africa
30589,2013,Tanzania,ODA-like,,,TZA,Africa
30591,2012,Lesotho,ODA-like,"1,083,548","1,023,146",LSO,Africa
30592,2011,Lesotho,ODA-like,"32,560,666","29,334,269",LSO,Africa
30593,2008,Lesotho,ODA-like,"3,338,278","2,420,949",LSO,Africa
30598,2002,Lesotho,ODA-like,"5,146,147","2,276,879",LSO,Africa
30599,2014,Tanzania,OOF-like,"2,000,000,000","2,000,000,000",TZA,Africa
30600,2012,Ghana,ODA-like,"31,771,063","30,000,000",GHA,Africa
30602,2013,Tanzania,OOF-like,,,TZA,Africa
30603,2013,Tanzania,ODA-like,"409,751,606","403,000,000",TZA,Africa
30605,2005,Lesotho,ODA-like,"6,177,153","3,144,986",LSO,Africa
30606,2013,Tanzania,OOF-like,,,TZA,Africa
30607,2013,Tanzania,ODA-like,,,TZA,Africa
30608,2002,Lesotho,ODA-like,,,LSO,Africa
30611,2012,Djibouti,ODA-like,,,DJI,Africa
30612,2013,Tanzania,ODA-like,,,TZA,Africa
30613,2011,Mali,ODA-like,"11,996,910","10,808,151",MLI,Africa
30614,2013,Tanzania,ODA-like,,,TZA,Africa
30615,2013,Tanzania,ODA-like,"3,660,312","3,600,000",TZA,Africa
30616,2013,Tanzania,Vague (Official Finance),,,TZA,Africa
30617,2013,Tanzania,Vague (Official Finance),,,TZA,Africa
30618,2011,Mali,ODA-like,"8,468,407","7,629,283",MLI,Africa
30623,2013,Uganda,OOF-like,,,UGA,Africa
30625,2013,Nigeria,ODA-like,,,NGA,Africa
30626,2012,Nigeria,Vague (Official Finance),"211,807,087","200,000,000",NGA,Africa
30629,2009,Nigeria,ODA-like,"16,963,735","12,500,000",NGA,Africa
30634,2010,Guinea-Bissau,ODA-like,"16,657,261","13,244,245",GNB,Africa
30637,2013,Rwanda,ODA-like,"8,205,237","8,070,037",RWA,Africa
30638,2012,Zimbabwe,Vague (Official Finance),"754,976","712,890",ZWE,Africa
30639,2012,Zimbabwe,ODA-like,"5,284,832","4,990,231",ZWE,Africa
30642,2013,Rwanda,ODA-like,"8,134,027","8,000,000",RWA,Africa
30646,2011,Senegal,ODA-like,,,SEN,Africa
30648,2013,Zimbabwe,ODA-like,"9,846,285","9,684,045",ZWE,Africa
30649,2013,Zimbabwe,ODA-like,,,ZWE,Africa
30650,2013,Zimbabwe,ODA-like,"2,033,507","2,000,000",ZWE,Africa
30652,2011,Mali,ODA-like,"47,550,310","42,838,607",MLI,Africa
30653,2012,Mali,ODA-like,"72,603,859","68,556,591",MLI,Africa
30655,2010,Senegal,Vague (Official Finance),,,SEN,Africa
30658,2013,Mali,ODA-like,"57,419,271","56,473,156",MLI,Africa
30659,2013,Mali,ODA-like,"65,641,899","64,560,297",MLI,Africa
30660,2012,Mali,ODA-like,,,MLI,Africa
30662,2012,Mali,ODA-like,"8,297,584","7,835,039",MLI,Africa
30663,2009,Mali,ODA-like,"661,037","487,096",MLI,Africa
30664,2009,Mali,ODA-like,"143,704","105,890",MLI,Africa
30665,2009,Mali,ODA-like,"244,296","180,014",MLI,Africa
30666,2006,Mali,ODA-like,"4,613,846","2,508,328",MLI,Africa
30667,2006,Mali,ODA-like,"9,227,693","5,016,656",MLI,Africa
30668,2001,Mali,ODA-like,"114,754,068","50,474,838",MLI,Africa
30669,2007,Mali,ODA-like,"6,418,107","3,943,460",MLI,Africa
30670,2007,Mali,ODA-like,"2,139,369","1,314,487",MLI,Africa
30671,2007,Mali,ODA-like,"6,418,107","3,943,460",MLI,Africa
30673,2007,Mali,ODA-like,"2,139,369","1,314,487",MLI,Africa
30675,2010,Mali,Vague (Official Finance),"9,288,391","7,385,231",MLI,Africa
30676,2010,Mali,ODA-like,"3,715,356","2,954,092",MLI,Africa
30679,2013,Zambia,Vague (Official Finance),"1,476,943","1,452,607",ZMB,Africa
30680,2010,Zambia,OOF-like,"18,576,782","14,770,462",ZMB,Africa
30692,2010,Kenya,ODA-like,"634,935","504,839",KEN,Africa
30699,2012,Rwanda,ODA-like,"8,388,622","7,921,002",RWA,Africa
30704,2009,Uganda,ODA-like,"949,969","700,000",UGA,Africa
30705,2012,Egypt,ODA-like,,,EGY,Africa
30708,2012,"Congo, Rep.",ODA-like,"3,177,106","3,000,000",COG,Africa
30709,2012,Ghana,ODA-like,"80,705,849","76,206,939",GHA,Africa
30711,2010,Tanzania,ODA-like,,,TZA,Africa
30713,2012,Egypt,ODA-like,"75,497,595","71,289,017",EGY,Africa
30714,2011,Zambia,Vague (Official Finance),"84,359,037","76,000,000",ZMB,Africa
30719,2012,Zambia,OOF-like,"186,284,333","175,900,000",ZMB,Africa
30724,2008,Mali,ODA-like,"5,953,295","4,317,382",MLI,Africa
30727,2013,Sao Tome & Principe,Vague (Official Finance),"813,402,691","800,000,000",STP,Africa
30729,2012,Rwanda,ODA-like,"8,388,622","7,921,002",RWA,Africa
30730,2013,Sudan,ODA-like,,,SDN,Africa
30731,2013,"Congo, Dem. Rep.",ODA-like,,,COD,Africa
30735,2007,Liberia,ODA-like,,,LBR,Africa
30736,2009,Liberia,ODA-like,,,LBR,Africa
30737,2013,Liberia,ODA-like,,,LBR,Africa
30738,2013,Liberia,ODA-like,"17,284,807","17,000,000",LBR,Africa
30745,2013,Liberia,ODA-like,"50,838","50,000",LBR,Africa
30749,2013,Liberia,ODA-like,"305,026","300,000",LBR,Africa
30751,2013,Liberia,OOF-like,,,LBR,Africa
30752,2013,Liberia,ODA-like,,,LBR,Africa
30767,2013,Liberia,ODA-like,"813,403","800,000",LBR,Africa
30789,2013,Sudan,ODA-like,"64,125","63,068",SDN,Africa
30794,2013,Sudan,ODA-like,"50,837,668","50,000,000",SDN,Africa
30801,2007,Ghana,ODA-like,"439,433,611","270,000,000",GHA,Africa
30802,2013,Zimbabwe,ODA-like,"16,268,054","16,000,000",ZWE,Africa
30803,2011,Kenya,ODA-like,"12,209,861","11,000,000",KEN,Africa
30805,2013,Kenya,ODA-like,"944,468","928,905",KEN,Africa
30806,2013,"Congo, Rep.",Vague (Official Finance),,,COG,Africa
30807,2012,"Congo, Rep.",OOF-like,,,COG,Africa
30822,2012,Angola,ODA-like,,,AGO,Africa
30825,2013,Angola,OOF-like,"1,342,114,440","1,320,000,000",AGO,Africa
30827,2013,Angola,OOF-like,"206,400,933","203,000,000",AGO,Africa
30833,2013,Benin,ODA-like,"32,105,399","31,576,388",BEN,Africa
30834,2013,Benin,Vague (Official Finance),"132,177,937","130,000,000",BEN,Africa
30835,2013,Benin,Vague (Official Finance),"42,703,641","42,000,000",BEN,Africa
30836,2013,Benin,Vague (Official Finance),"81,340,269","80,000,000",BEN,Africa
30839,2013,Angola,ODA-like,"32,820,950","32,280,149",AGO,Africa
30843,2011,Botswana,ODA-like,,,BWA,Africa
30844,2011,Botswana,ODA-like,"242,262","218,256",BWA,Africa
30846,2013,Benin,ODA-like,"2,058,038","2,024,127",BEN,Africa
30847,2013,Benin,ODA-like,,,BEN,Africa
30848,2013,Benin,ODA-like,,,BEN,Africa
30849,2013,Benin,ODA-like,"24,615,712","24,210,111",BEN,Africa
30850,2013,Benin,ODA-like,"8,205,237","8,070,037",BEN,Africa
30852,2013,Chad,ODA-like,"732,062","720,000",TCD,Africa
30853,2013,Chad,ODA-like,"691,392","680,000",TCD,Africa
30856,2011,Chad,ODA-like,"776,991,128","700,000,000",TCD,Africa
30857,2013,Cote D'Ivoire,ODA-like,"889,659,193","875,000,000",CIV,Africa
30877,2013,Comoros,ODA-like,"820,524","807,004",COM,Africa
30878,2013,Comoros,ODA-like,,,COM,Africa
30883,2013,Ethiopia,OOF-like,,,ETH,Africa
30885,2012,Cameroon,ODA-like,"16,777,243","15,842,004",CMR,Africa
30886,2013,Ethiopia,ODA-like,"145,395,731","143,000,000",ETH,Africa
30903,2013,Cameroon,Vague (Official Finance),"173,786,928","170,923,387",CMR,Africa
30904,2013,Cameroon,Vague (Official Finance),"902,576","887,704",CMR,Africa
30905,2013,Cameroon,Vague (Official Finance),"412,430,894","405,635,141",CMR,Africa
30911,2013,Ethiopia,Vague (Official Finance),,,ETH,Africa
30915,2013,Ethiopia,Vague (Official Finance),"228,769,507","800,000,000",ETH,Africa
30917,2013,Ethiopia,ODA-like,,,ETH,Africa
30918,2013,Cote D'Ivoire,Vague (Official Finance),"16,464,307","16,193,020",CIV,Africa
30921,2013,Equatorial Guinea,ODA-like,"18,872,046","18,561,085",GNQ,Africa
30922,2012,Cote D'Ivoire,ODA-like,"500,500,147","472,600,000",CIV,Africa
30923,2013,Egypt,ODA-like,"24,615,712","24,210,111",EGY,Africa
30925,2013,Eritrea,OOF-like,,,ERI,Africa
30926,2012,Cameroon,ODA-like,"511,302,308","482,800,000",CMR,Africa
30937,2013,Tanzania,Vague (Official Finance),"203,350,673","200,000,000",TZA,Africa
30938,2011,Tanzania,ODA-like,"77,699,113","70,000,000",TZA,Africa
30939,2013,Tanzania,Vague (Official Finance),,,TZA,Africa
30946,2000,Uganda,ODA-like,"958,154","412,912",UGA,Africa
30947,2013,Morocco,Vague (Official Finance),"304,903,999","299,880,000",MAR,Africa
30948,2013,Morocco,ODA-like,"3,282,095","3,228,015",MAR,Africa
30949,2013,Eritrea,OOF-like,,,ERI,Africa
30952,2013,Ghana,ODA-like,,,GHA,Africa
30953,2013,Ghana,OOF-like,"319,260,556","314,000,000",GHA,Africa
30954,2012,Ghana,ODA-like,"1,800,360","1,700,000",GHA,Africa
30955,2009,Ghana,OOF-like,"152,999,317","112,740,000",GHA,Africa
30956,2013,Ghana,ODA-like,"131,161,184","129,000,000",GHA,Africa
30966,2013,Tanzania,Vague (Official Finance),"138,278,458","136,000,000",TZA,Africa
30970,2009,Egypt,OOF-like,,,EGY,Africa
30971,2009,Egypt,ODA-like,"103,140","76,000",EGY,Africa
30973,2013,Guinea-Bissau,ODA-like,,,GNB,Africa
30974,2013,Guinea-Bissau,ODA-like,"1,626,805","1,600,000",GNB,Africa
30977,2009,Uganda,OOF-like,"112,748","83,080",UGA,Africa
30981,2009,Uganda,ODA-like,"5,991,157","4,414,680",UGA,Africa
30982,2013,Nigeria,OOF-like,,,NGA,Africa
30985,2012,Uganda,ODA-like,"138,225","130,520",UGA,Africa
30986,2007,Uganda,ODA-like,"107,238","65,890",UGA,Africa
30988,2013,Nigeria,ODA-like,,,NGA,Africa
30989,2013,Madagascar,ODA-like,,,MDG,Africa
30990,2013,Madagascar,ODA-like,,,MDG,Africa
30991,2012,Malawi,ODA-like,"3,060,969","2,890,336",MWI,Africa
30992,2012,Malawi,ODA-like,,,MWI,Africa
30993,2013,Mali,ODA-like,"57,419,271","56,473,156",MLI,Africa
30994,2013,Mali,ODA-like,"8,232,154","8,096,510",MLI,Africa
30995,2013,Mauritius,OOF-like,"8,205,237","8,070,037",MUS,Africa
30996,2013,Mauritius,ODA-like,"172,310","169,471",MUS,Africa
31002,2013,Nigeria,ODA-like,"991,334,530","975,000,000",NGA,Africa
31014,2013,Nigeria,Vague (Official Finance),,,NGA,Africa
31018,2013,Nigeria,OOF-like,,,NGA,Africa
31019,2011,Sierra Leone,Vague (Official Finance),"349,646,008","315,000,000",SLE,Africa
31020,2013,Nigeria,ODA-like,"12,927","12,714",NGA,Africa
31022,2013,Nigeria,ODA-like,,,NGA,Africa
31023,2013,Kenya,ODA-like,"96,998,271","95,400,000",KEN,Africa
31025,2013,Nigeria,OOF-like,"101,675,336","100,000,000",NGA,Africa
31026,2013,"Congo, Rep.",ODA-like,,,COG,Africa
31029,2013,"Congo, Rep.",ODA-like,,,COG,Africa
31030,2013,"Congo, Rep.",ODA-like,,,COG,Africa
31032,2013,"Congo, Rep.",ODA-like,,,COG,Africa
31033,2013,Nigeria,ODA-like,"508,376,682","500,000,000",NGA,Africa
31047,2013,Niger,ODA-like,"75,118,401","73,880,652",NER,Africa
31048,2013,Niger,ODA-like,"101,872,900","100,194,309",NER,Africa
31049,2013,Niger,ODA-like,"1,016,753,364","1,000,000,000",NER,Africa
31053,2013,Namibia,OOF-like,,,NAM,Africa
31054,2013,Namibia,ODA-like,,,NAM,Africa
31055,2003,Kenya,ODA-like,"6,830,211","3,100,000",KEN,Africa
31057,2013,Namibia,ODA-like,"78,981","77,680",NAM,Africa
31058,2013,Namibia,ODA-like,,,NAM,Africa
31062,2013,Seychelles,ODA-like,,,SYC,Africa
31063,2013,Rwanda,ODA-like,,,RWA,Africa
31064,2013,Mozambique,ODA-like,"23,385,327","23,000,000",MOZ,Africa
31065,2013,Mozambique,ODA-like,"23,385,327","23,000,000",MOZ,Africa
31066,2013,Mozambique,ODA-like,"423,477,776","416,500,000",MOZ,Africa
31067,2013,Somalia,ODA-like,,,SOM,Africa
31068,2013,Somalia,ODA-like,,,SOM,Africa
31069,2013,Somalia,ODA-like,,,SOM,Africa
31070,2013,Somalia,ODA-like,,,SOM,Africa
31075,2013,Sierra Leone,ODA-like,,,SLE,Africa
31076,2013,Sierra Leone,ODA-like,,,SLE,Africa
31077,2013,Sierra Leone,ODA-like,"3,050","3,000",SLE,Africa
31080,2013,Tunisia,ODA-like,"23,155,561","22,774,019",TUN,Africa
31082,2012,Tunisia,ODA-like,,,TUN,Africa
31084,2009,Kenya,ODA-like,,,KEN,Africa
31086,2012,Kenya,Vague (Official Finance),"22,175,577","20,939,410",KEN,Africa
31089,2012,Kenya,Vague (Official Finance),"104,647,139","98,813,633",KEN,Africa
31091,2012,Kenya,Vague (Official Finance),"58,333,044","55,081,296",KEN,Africa
31094,2013,Mozambique,ODA-like,"3,050,260","3,000,000",MOZ,Africa
31096,2011,Lesotho,ODA-like,,,LSO,Africa
31097,2013,Lesotho,ODA-like,,,LSO,Africa
31099,2012,Lesotho,ODA-like,"644,969","609,016",LSO,Africa
31100,2013,Nigeria,Vague (Official Finance),,,NGA,Africa
31106,2013,Uganda,ODA-like,"8,337,378","8,200,000",UGA,Africa
31111,2012,Kenya,ODA-like,"79,243,235","74,825,858",KEN,Africa
31112,2012,Kenya,ODA-like,"30,945,580","29,220,533",KEN,Africa
31113,2013,Mali,ODA-like,,,MLI,Africa
31114,2013,Namibia,ODA-like,,,NAM,Africa
31115,2012,Lesotho,OOF-like,,,LSO,Africa
31116,2013,Uganda,ODA-like,"8,205,237","8,070,037",UGA,Africa
31118,2011,Lesotho,ODA-like,,,LSO,Africa
31120,2013,Lesotho,ODA-like,,,LSO,Africa
31121,2012,Zambia,ODA-like,"3,344,417","3,157,984",ZMB,Africa
31128,2012,Mozambique,ODA-like,,,MOZ,Africa
31132,2012,Mozambique,Vague (Official Finance),"294,411,851","278,000,000",MOZ,Africa
31133,2013,Mozambique,Vague (Official Finance),"199,283,659","196,000,000",MOZ,Africa
31134,2013,Mozambique,Vague (Official Finance),"187,082,619","184,000,000",MOZ,Africa
31136,2013,Mozambique,Vague (Official Finance),"141,328,718","139,000,000",MOZ,Africa
31137,2013,Mozambique,Vague (Official Finance),"122,010,404","120,000,000",MOZ,Africa
31138,2013,Mozambique,Vague (Official Finance),"119,976,897","118,000,000",MOZ,Africa
31146,2013,Zambia,ODA-like,,,ZMB,Africa
31147,2013,South Sudan,ODA-like,,,SSD,Africa
31148,2012,Zambia,ODA-like,,,ZMB,Africa
31149,2013,South Sudan,ODA-like,,,SSD,Africa
31150,2013,South Sudan,Vague (Official Finance),"27,452,341","27,000,000",SSD,Africa
31166,2013,Zimbabwe,ODA-like,"61,005","60,000",ZWE,Africa
31169,2012,Tanzania,ODA-like,,,TZA,Africa
31170,2012,Zimbabwe,ODA-like,,,ZWE,Africa
31189,2006,South Africa,ODA-like,"12,223,716","6,645,451",ZAF,Africa
31191,2000,South Africa,ODA-like,"60,521,259","26,081,337",ZAF,Africa
31192,2008,Botswana,ODA-like,"222,182","161,128",BWA,Africa
31196,2008,Burundi,ODA-like,"362,654","263,000",BDI,Africa
31197,2013,South Sudan,ODA-like,"508,377","500,000",SSD,Africa
31198,2013,South Sudan,ODA-like,,,SSD,Africa
31200,2013,South Sudan,Vague (Official Finance),"22,058,909","21,695,437",SSD,Africa
31210,2013,South Sudan,Vague (Official Finance),,,SSD,Africa
31211,2014,South Sudan,ODA-like,"65,110","65,110",SSD,Africa
31212,2013,Zimbabwe,ODA-like,"813,403","800,000",ZWE,Africa
31215,2012,Zimbabwe,ODA-like,"915,006,616","864,000,000",ZWE,Africa
31219,2012,Seychelles,OOF-like,,,SYC,Africa
31220,2012,Comoros,OOF-like,,,COM,Africa
31221,2009,Tunisia,OOF-like,,,TUN,Africa
31223,2013,South Sudan,ODA-like,"508,377","500,000",SSD,Africa
31229,2009,Cameroon,ODA-like,"131,815,005","97,130,000",CMR,Africa
31230,2010,Cameroon,ODA-like,"40,035,667","31,832,494",CMR,Africa
31242,2010,Cameroon,OOF-like,"3,521,533","2,799,983",CMR,Africa
31243,2011,Cameroon,OOF-like,"74,383,253","67,012,705",CMR,Africa
31245,2011,Cameroon,OOF-like,"8,589,290","7,738,188",CMR,Africa
31246,2011,Cameroon,OOF-like,"17,178,580","15,476,375",CMR,Africa
31248,2013,South Africa,OOF-like,"2,236,857,401","2,200,000,000",ZAF,Africa
31253,2012,Cameroon,ODA-like,"178,235,664","168,300,000",CMR,Africa
31260,2013,Zimbabwe,ODA-like,"10,675,910","10,500,000",ZWE,Africa
31261,2013,Zimbabwe,ODA-like,,,ZWE,Africa
31264,2013,Zimbabwe,ODA-like,"10,168","10,000",ZWE,Africa
31265,2013,Zimbabwe,OOF-like,,,ZWE,Africa
31266,2010,Zimbabwe,ODA-like,,,ZWE,Africa
31267,2011,Mauritania,ODA-like,"8,589,290","7,738,188",MRT,Africa
31274,2009,Namibia,ODA-like,"135,710","100,000",NAM,Africa
31275,2009,Namibia,ODA-like,,,NAM,Africa
31279,2012,Tanzania,OOF-like,,,TZA,Africa
31280,2013,Tanzania,OOF-like,,,TZA,Africa
31281,2010,Tanzania,OOF-like,,,TZA,Africa
31282,2011,Senegal,OOF-like,,,SEN,Africa
31283,2012,Sierra Leone,OOF-like,,,SLE,Africa
31284,2012,Mozambique,OOF-like,,,MOZ,Africa
31285,2013,Malawi,OOF-like,,,MWI,Africa
31286,2013,Ghana,OOF-like,,,GHA,Africa
31287,2008,Egypt,OOF-like,,,EGY,Africa
31288,2007,Cameroon,OOF-like,,,CMR,Africa
31289,2008,Kenya,OOF-like,,,KEN,Africa
31290,2012,Kenya,OOF-like,,,KEN,Africa
31291,2008,Rwanda,OOF-like,,,RWA,Africa
31292,2006,Madagascar,OOF-like,,,MDG,Africa
31293,2013,Kenya,ODA-like,"16,764,300","16,488,069",KEN,Africa
31294,2013,Kenya,ODA-like,"33,056,366","32,511,686",KEN,Africa
31295,2013,Kenya,Vague (Official Finance),"139,308,972","137,013,534",KEN,Africa
31297,2013,Kenya,OOF-like,"81,340,269","80,000,000",KEN,Africa
31300,2008,South Africa,OOF-like,,,ZAF,Africa
31301,2007,South Africa,OOF-like,,,ZAF,Africa
31302,2007,South Africa,OOF-like,,,ZAF,Africa
31303,2013,South Africa,OOF-like,,,ZAF,Africa
31304,2009,South Africa,OOF-like,,,ZAF,Africa
31306,2008,Nigeria,OOF-like,,,NGA,Africa
31307,2007,Nigeria,OOF-like,,,NGA,Africa
31308,2007,Sudan,OOF-like,,,SDN,Africa
31309,2008,Morocco,OOF-like,,,MAR,Africa
31310,2012,Morocco,OOF-like,,,MAR,Africa
31311,2008,Togo,OOF-like,,,TGO,Africa
31312,2009,Benin,OOF-like,,,BEN,Africa
31313,2009,Ethiopia,OOF-like,,,ETH,Africa
31314,2013,Ethiopia,OOF-like,,,ETH,Africa
31316,2008,Mali,OOF-like,,,MLI,Africa
31317,2011,Burundi,OOF-like,,,BDI,Africa
31325,2008,Madagascar,ODA-like,,,MDG,Africa
31326,2014,Liberia,OOF-like,"4,000,000","4,000,000",LBR,Africa
31327,2011,Malawi,ODA-like,"1,418,374","1,277,829",MWI,Africa
31328,2012,Malawi,ODA-like,,,MWI,Africa
31329,2013,Zambia,Vague (Official Finance),"305,026,009","300,000,000",ZMB,Africa
31330,2012,Malawi,ODA-like,,,MWI,Africa
31415,2008,"Congo, Dem. Rep.",ODA-like,"3,100,515","2,248,521",COD,Africa
31426,2009,Guinea,ODA-like,,,GIN,Africa
31452,2013,Zambia,ODA-like,"8,134,027","8,000,000",ZMB,Africa
31460,2013,Zambia,ODA-like,"4,711","4,633",ZMB,Africa
31508,2000,"Congo, Dem. Rep.",ODA-like,"1,401,390","603,922",COD,Africa
31643,2013,Ethiopia,ODA-like,"18,669,889","18,362,259",ETH,Africa
