project_id,year,recipient_condensed,flow_class,usd_defl_2014,usd_current,recipient_iso3,recipient_region,special
1119,2005,Mozambique,ODA-like,5892381.539,3000000,MOZ,Africa,
1124,2006,Namibia,Vague (Official Finance),,,NAM,Africa,
1129,2005,Kenya,OOF-like,,,KEN,Africa,
1130,2008,"Africa, regional",ODA-like,,,R_Africa,Africa,
1131,2002,Namibia,ODA-like,"11,793,253","5,217,847",NAM,Africa,
1133,2008,Kenya,ODA-like,"9,966,800","7,228,011",KEN,Africa,
1134,2009,Kenya,ODA-like,"4,071,296","3,000,000",KEN,Africa,
1140,2008,Kenya,ODA-like,"188,173,176","136,464,855",KEN,Africa,
1141,2002,Mauritius,ODA-like,"27,306,848","12,081,734",MUS,Africa,
1144,2005,Mauritius,ODA-like,"9,988,363","5,085,395",MUS,Africa,
1149,2009,Kenya,ODA-like,,,KEN,Africa,
1156,2009,Mauritius,ODA-like,352845684.8,260000000,MUS,Africa,
1160,2011,Seychelles,ODA-like,"6,871,432","6,190,550",SYC,Africa,
1161,2011,Seychelles,ODA-like,,,SYC,Africa,
1163,2009,Mauritius,ODA-like,"11,464,924","8,448,113",MUS,Africa,
1170,2006,Mozambique,ODA-like,,,MOZ,Africa,
1176,2006,Mozambique,ODA-like,"36,788","20,000",MOZ,Africa,
1181,2007,Mozambique,ODA-like,"48,825,957","30,000,000",MOZ,Africa,
1186,2007,Mozambique,ODA-like,"252,104,690","154,900,000",MOZ,Africa,
1192,2007,Mozambique,ODA-like,11766529.3,7229676.64,MOZ,Africa,
1193,2007,Mozambique,ODA-like,,,MOZ,Africa,
1197,2008,Mozambique,ODA-like,"24,820,436","18,000,000",MOZ,Africa,
1198,2008,Mozambique,ODA-like,"4,136,739","3,000,000",MOZ,Africa,
1206,2006,Mozambique,ODA-like,"128,758,770","70,000,000",MOZ,Africa,
1211,2007,Mozambique,ODA-like,,,MOZ,Africa,
1215,2009,Mozambique,ODA-like,8142592.725,6000000,MOZ,Africa,
1219,2010,Mozambique,ODA-like,"2,766,936","2,200,000",MOZ,Africa,
1220,2009,Mozambique,ODA-like,"1,017,824","750,000",MOZ,Africa,
1222,2010,Mozambique,Vague (Official Finance),81750375.72,65000000,MOZ,Africa,
1225,2004,Kenya,ODA-like,,,KEN,Africa,
1227,2005,Namibia,ODA-like,,,NAM,Africa,
1228,2005,Namibia,OOF-like,"154,429","78,625",NAM,Africa,
1230,2010,Mozambique,ODA-like,,,MOZ,Africa,
1231,2010,Mozambique,ODA-like,"98,855","78,600",MOZ,Africa,
1233,2010,Mozambique,ODA-like,,,MOZ,Africa,
1240,2011,Mozambique,ODA-like,"756,567,361","681,600,000",MOZ,Africa,
1241,2007,Namibia,ODA-like,69533246.27,42723123.64,NAM,Africa,
1242,2007,Namibia,ODA-like,"8,547,276","5,251,680",NAM,Africa,
1243,2000,Ghana,ODA-like,"68,500,613","29,520,000",GHA,Africa,
1244,2001,Ghana,ODA-like,8240202.209,3624471.708,GHA,Africa,
1253,2003,Namibia,OOF-like,66098.81255,30000,NAM,Africa,
1255,2003,Namibia,ODA-like,17475480.31,7931525.379,NAM,Africa,
1257,2005,Mauritania,ODA-like,13748890.26,7000000,MRT,Africa,
1258,2003,Namibia,ODA-like,,,NAM,Africa,
1264,2010,Kenya,OOF-like,"63,916,217","50,820,000",KEN,Africa,
1265,2010,Kenya,ODA-like,"1,587,338","1,262,098",KEN,Africa,
1266,2004,Namibia,ODA-like,,,NAM,Africa,
1267,2009,Kenya,ODA-like,"9,544,183","7,032,784",KEN,Africa,
1269,2004,Namibia,Vague (Official Finance),,,NAM,Africa,
1271,2010,Kenya,ODA-like,"7,619,223","6,058,070",KEN,Africa,
1275,2010,Kenya,ODA-like,"174,607","138,831",KEN,Africa,
1277,2010,Kenya,ODA-like,,,KEN,Africa,
1278,2006,Kenya,OOF-like,"109,700,079","59,638,699",KEN,Africa,
1280,2005,Namibia,ODA-like,8030.298799,4088.482091,NAM,Africa,
1286,2010,Kenya,ODA-like,"19,048,058","15,145,176",KEN,Africa,
1290,2011,Kenya,ODA-like,"123,108,663","110,909,972",KEN,Africa,
1291,2011,Kenya,ODA-like,"24,996,683","22,519,791",KEN,Africa,
1292,2005,Namibia,ODA-like,,,NAM,Africa,
1296,2009,Namibia,ODA-like,"9,932,778","7,319,127",NAM,Africa,
1302,2006,Namibia,ODA-like,,,NAM,Africa,
1303,2006,Namibia,ODA-like,,,NAM,Africa,
1305,2006,Namibia,ODA-like,,,NAM,Africa,
1306,2009,Namibia,ODA-like,,,NAM,Africa,
1307,2006,Namibia,ODA-like,,,NAM,Africa,
1308,2006,Namibia,ODA-like,"4,613,846","2,508,328",NAM,Africa,
1312,2007,Namibia,ODA-like,,,NAM,Africa,
1313,2007,Namibia,ODA-like,,,NAM,Africa,
1315,2007,Namibia,ODA-like,"6,418,107","3,943,460",NAM,Africa,
1318,2007,Namibia,OOF-like,,,NAM,Africa,
1320,2007,Namibia,ODA-like,,,NAM,Africa,
1325,2010,Mauritius,ODA-like,11030862.51,8770676.057,MUS,Africa,
1331,2006,Mauritania,ODA-like,"4,598,527","2,500,000",MRT,Africa,
1336,2000,Namibia,Vague (Official Finance),"4,012,459","1,729,149",NAM,Africa,
1337,2009,Namibia,ODA-like,,,NAM,Africa,
1341,2008,Ethiopia,ODA-like,"5,515,652","4,000,000",ETH,Africa,
1346,2008,Ethiopia,ODA-like,,,ETH,Africa,
1356,2000,Tanzania,ODA-like,,,TZA,Africa,
1359,2000,Tanzania,ODA-like,10643067.8,4586577.386,TZA,Africa,
1360,2000,Tanzania,ODA-like,"46,410","20,000",TZA,Africa,
1361,2001,Tanzania,ODA-like,43651018.73,19200000,TZA,Africa,
1364,2001,"Africa, regional",ODA-like,"27,237,943","11,980,671",R_Africa,Africa,1
1372,2011,Mali,ODA-like,,,MLI,Africa,
1374,2002,Tanzania,ODA-like,"113,009","50,000",TZA,Africa,
1375,2009,Ethiopia,OOF-like,"442,414,205","326,000,000",ETH,Africa,
1378,2009,Ethiopia,ODA-like,,,ETH,Africa,
1380,2009,Ethiopia,ODA-like,134963474.4,99450000,ETH,Africa,
1381,2009,Ethiopia,Vague (Official Finance),"176,297,480","129,907,625",ETH,Africa,
1382,2001,Nigeria,ODA-like,,,NGA,Africa,
1385,2009,Ethiopia,ODA-like,"12,963,050","9,552,031",ETH,Africa,
1390,2010,Ethiopia,ODA-like,"31,568,222","25,100,000",ETH,Africa,
1392,2010,Ethiopia,ODA-like,9181196.042,7300000,ETH,Africa,
1397,2003,Ghana,ODA-like,,,GHA,Africa,
1403,2010,Ethiopia,Vague (Official Finance),"13,092,303","10,409,734",ETH,Africa,
1408,2011,Ethiopia,ODA-like,"25,767,871","23,214,563",ETH,Africa,
1416,2002,Nigeria,ODA-like,,,NGA,Africa,
1428,2005,Tanzania,ODA-like,"18,659","9,500",TZA,Africa,
1438,2009,Ethiopia,ODA-like,,,ETH,Africa,
1439,2009,Ethiopia,ODA-like,,,ETH,Africa,
1440,2003,Ethiopia,ODA-like,"29,744,466","13,500,000",ETH,Africa,
1443,2011,Egypt,ODA-like,10307148.21,9285825.136,EGY,Africa,
1444,2000,Tanzania,ODA-like,,,TZA,Africa,
1445,2011,Egypt,ODA-like,,,EGY,Africa,
1447,2011,Ethiopia,ODA-like,,,ETH,Africa,
1451,2011,Ethiopia,ODA-like,"5,153,574","4,642,913",ETH,Africa,
1453,2011,Ethiopia,ODA-like,"6,568","5,917",ETH,Africa,
1457,2011,Ethiopia,OOF-like,,,ETH,Africa,
1459,2011,Ethiopia,ODA-like,"7,120,008","6,414,495",ETH,Africa,
1462,2002,Ghana,ODA-like,"120,919,428","53,500,000",GHA,Africa,
1463,2011,Ethiopia,Vague (Official Finance),"2,663,969,582","2,400,000,000",ETH,Africa,
1464,2011,Ethiopia,ODA-like,"109,083,985","98,274,983",ETH,Africa,
1468,2002,Ghana,ODA-like,"18,081,410","8,000,000",GHA,Africa,
1471,2011,Ethiopia,ODA-like,"447,324,892","403,000,000",ETH,Africa,
1474,2005,Seychelles,ODA-like,98206.35899,50000,SYC,Africa,
1475,2007,Ethiopia,ODA-like,"406,883","250,000",ETH,Africa,
1479,2002,Ghana,Vague (Official Finance),,,GHA,Africa,
1483,2011,Namibia,ODA-like,519747.7251,468246.5404,NAM,Africa,
1484,2011,Namibia,ODA-like,,,NAM,Africa,
1492,2003,Tanzania,ODA-like,,,TZA,Africa,
1493,2003,Tanzania,ODA-like,"440,659","200,000",TZA,Africa,
1496,2004,Tanzania,ODA-like,,,TZA,Africa,
1497,2004,Ghana,ODA-like,"10,303,971","5,000,000",GHA,Africa,
1498,2003,Ghana,ODA-like,5323870.947,2416323.716,GHA,Africa,
1503,2006,Mali,ODA-like,,,MLI,Africa,
1504,2007,Mali,ODA-like,"12,729,245","7,821,196",MLI,Africa,
1505,2009,Mali,Vague (Official Finance),"13,905,889","10,246,777",MLI,Africa,
1506,2008,Mali,ODA-like,,,MLI,Africa,
1507,2008,Mali,ODA-like,,,MLI,Africa,
1508,2009,Mali,Vague (Official Finance),,,MLI,Africa,
1511,2004,Ghana,ODA-like,128799.6321,62500,GHA,Africa,
1515,2005,Tanzania,ODA-like,"25,534","13,000",TZA,Africa,
1518,2005,Tanzania,ODA-like,245312.7361,124896.564,TZA,Africa,
1521,2005,Tanzania,ODA-like,241833.1228,123124.9816,TZA,Africa,
1522,2006,Tanzania,Vague (Official Finance),18455385.65,10033312.69,TZA,Africa,
1524,2003,Nigeria,ODA-like,7985806.42,3624485.575,NGA,Africa,
1528,2003,Nigeria,OOF-like,,,NGA,Africa,
1529,2003,Nigeria,ODA-like,"5,541,383","2,515,045",NGA,Africa,
1534,2004,Nigeria,ODA-like,,,NGA,Africa,
1544,2010,Mali,Vague (Official Finance),190453730.9,151430405.1,MLI,Africa,
1547,2011,Mali,ODA-like,"16,466,347","14,834,716",MLI,Africa,
1548,2011,Mali,ODA-like,,,MLI,Africa,
1549,2011,Mali,ODA-like,,,MLI,Africa,
1550,2011,Mali,ODA-like,167015.8076,150466.4096,MLI,Africa,
1552,2003,Liberia,ODA-like,,,LBR,Africa,
1559,2008,Ghana,OOF-like,,,GHA,Africa,
1562,2007,Togo,ODA-like,,,TGO,Africa,
1563,2009,Togo,ODA-like,"12,071,115","8,894,794",TGO,Africa,
1564,2009,Togo,ODA-like,,,TGO,Africa,
1565,2010,Togo,ODA-like,4024633.881,3200000,TGO,Africa,
1570,2010,Togo,ODA-like,"10,816,204","8,600,000",TGO,Africa,
1575,2006,Sudan,ODA-like,2306923.207,1254164.086,SDN,Africa,
1577,2007,Sudan,OOF-like,"21,393,690","13,144,867",SDN,Africa,
1578,2007,Sudan,Vague (Official Finance),"19,254,321","11,830,380",SDN,Africa,
1579,2007,Sudan,ODA-like,113927232.5,70000000,SDN,Africa,
1581,2007,Sudan,ODA-like,,,SDN,Africa,
1583,2004,Liberia,ODA-like,"2,472,953","1,200,000",LBR,Africa,
1587,2005,Liberia,ODA-like,,,LBR,Africa,
1588,2002,Gabon,ODA-like,"16,384,109","7,249,040",GAB,Africa,
1589,2005,Liberia,ODA-like,"11,784,763","6,000,000",LBR,Africa,
1590,2005,Liberia,ODA-like,,,LBR,Africa,
1594,2005,Liberia,ODA-like,,,LBR,Africa,
1595,2004,Ghana,ODA-like,"2,885,112","1,400,000",GHA,Africa,
1597,2005,Liberia,ODA-like,,,LBR,Africa,
1598,2005,Liberia,ODA-like,485139.4134,247000,LBR,Africa,
1599,2006,Liberia,ODA-like,"1,839,411","1,000,000",LBR,Africa,
1602,2006,Liberia,ODA-like,"45,985,275","25,000,000",LBR,Africa,
1608,2006,Senegal,ODA-like,,,SEN,Africa,
1612,2006,Liberia,ODA-like,1839410.993,1000000,LBR,Africa,
1614,2006,Liberia,ODA-like,"459,853","250,000",LBR,Africa,
1615,2007,Senegal,ODA-like,,,SEN,Africa,
1620,2006,Liberia,ODA-like,"40,099,160","21,800,000",LBR,Africa,
1623,2006,Liberia,ODA-like,55182.32979,30000,LBR,Africa,
1625,2006,Liberia,ODA-like,"1,839,411","1,000,000",LBR,Africa,
1627,2005,Liberia,OOF-like,"9,587,753","4,881,432",LBR,Africa,
1631,2007,Liberia,ODA-like,,,LBR,Africa,
1638,2002,Libya,OOF-like,,,LBY,Africa,
1647,2007,Liberia,ODA-like,"213,937","131,449",LBR,Africa,
1648,2007,Liberia,ODA-like,"1,627,532","1,000,000",LBR,Africa,
1653,2008,Liberia,ODA-like,"8,273,479","6,000,000",LBR,Africa,
1657,2008,Liberia,ODA-like,,,LBR,Africa,
1661,2008,Liberia,OOF-like,,,LBR,Africa,
1665,2004,Ghana,OOF-like,,,GHA,Africa,
1667,2008,Liberia,ODA-like,"3,033,609","2,200,000",LBR,Africa,
1670,2006,Liberia,OOF-like,7357643.972,4000000,LBR,Africa,
1673,2006,Liberia,Vague (Official Finance),18394109.93,10000000,LBR,Africa,
1677,2004,"Africa, regional",ODA-like,,,R_Africa,Africa,1
1680,2004,Ghana,ODA-like,"13,395","6,500",GHA,Africa,
1681,2004,Ghana,ODA-like,,,GHA,Africa,
1688,2003,Ghana,ODA-like,,,GHA,Africa,
1695,2006,Senegal,ODA-like,6920769.621,3762492.258,SEN,Africa,
1696,2006,Senegal,ODA-like,"367,882","200,000",SEN,Africa,
1697,2006,Senegal,ODA-like,"34,029,103","18,500,000",SEN,Africa,
1700,2006,Senegal,ODA-like,,,SEN,Africa,
1702,2007,Senegal,ODA-like,"56,963,616","35,000,000",SEN,Africa,
1703,2004,Nigeria,ODA-like,4636786.756,2250000,NGA,Africa,
1708,2004,Nigeria,ODA-like,,,NGA,Africa,
1712,2005,Nigeria,OOF-like,"392,825,436","200,000,000",NGA,Africa,
1715,2009,Liberia,ODA-like,"397,311","292,765",LBR,Africa,
1724,2010,Liberia,ODA-like,"1,857,678","1,477,046",LBR,Africa,
1726,2010,Liberia,ODA-like,"278,652","221,557",LBR,Africa,
1727,2010,Liberia,ODA-like,"557,303","443,114",LBR,Africa,
1728,2010,Liberia,ODA-like,176,140,LBR,Africa,
1729,2010,Liberia,ODA-like,,,LBR,Africa,
1731,2010,Liberia,ODA-like,5282331.969,4200000,LBR,Africa,
1734,2005,Ghana,Vague (Official Finance),,,GHA,Africa,
1738,2006,Ghana,ODA-like,,,GHA,Africa,
1739,2006,Ghana,Vague (Official Finance),57021740.78,31000000,GHA,Africa,
1740,2006,Tanzania,OOF-like,,,TZA,Africa,
1744,2006,Ghana,ODA-like,4046704.184,2200000,GHA,Africa,
1745,2006,Ghana,ODA-like,,,GHA,Africa,
1746,2006,Ghana,ODA-like,,,GHA,Africa,
1756,2007,Senegal,ODA-like,,,SEN,Africa,
1759,2007,Senegal,ODA-like,,,SEN,Africa,
1760,2007,Senegal,ODA-like,,,SEN,Africa,
1762,2005,Nigeria,ODA-like,"9,652,471","4,914,382",NGA,Africa,
1772,2006,Tanzania,ODA-like,"1,807,233","982,507",TZA,Africa,
1773,2006,"Africa, regional",ODA-like,919705.4965,500000,R_Africa,Africa,1
1778,2007,Ghana,ODA-like,"205,069,018","126,000,000",GHA,Africa,
1783,2000,Tanzania,ODA-like,"84,074,521","36,231,499",TZA,Africa,
1785,2000,Morocco,Vague (Official Finance),,,MAR,Africa,
1791,2011,Liberia,ODA-like,11099873.26,10000000,LBR,Africa,
1792,2011,Liberia,ODA-like,,,LBR,Africa,
1795,2008,Tanzania,ODA-like,,,TZA,Africa,
1799,2011,Liberia,ODA-like,,,LBR,Africa,
1800,2008,Tanzania,ODA-like,"2,068,370","1,500,000",TZA,Africa,
1801,2006,Nigeria,OOF-like,"36,788,220","20,000,000",NGA,Africa,
1802,2003,Rwanda,Vague (Official Finance),"8,195,939","3,719,858",RWA,Africa,
1805,2011,Liberia,ODA-like,,,LBR,Africa,
1808,2011,Liberia,ODA-like,"515,357","464,291",LBR,Africa,
1811,2011,Liberia,Vague (Official Finance),19979771.86,18000000,LBR,Africa,
1814,2011,Liberia,ODA-like,,,LBR,Africa,
1818,2006,Nigeria,ODA-like,9227692.827,5016656.344,NGA,Africa,
1821,2006,Nigeria,ODA-like,"1,153,462","627,082",NGA,Africa,
1839,2002,Morocco,Vague (Official Finance),"1,365,342","604,087",MAR,Africa,
1840,2002,Morocco,ODA-like,"218,455","96,654",MAR,Africa,
1846,2002,Morocco,Vague (Official Finance),1362886.262,603000,MAR,Africa,
1851,2012,Nigeria,ODA-like,529517717.4,500000000,NGA,Africa,
1852,2006,Nigeria,ODA-like,"1,145,953","623,000",NGA,Africa,
1854,2009,Ghana,ODA-like,"3,973,111","2,927,651",GHA,Africa,
1856,2004,Morocco,ODA-like,1244921.894,604098.1414,MAR,Africa,
1857,2004,Morocco,ODA-like,,,MAR,Africa,
1861,2008,Rwanda,ODA-like,4136739.28,3000000,RWA,Africa,
1862,2007,Ghana,ODA-like,"97,651,914","60,000,000",GHA,Africa,
1863,2004,Morocco,Vague (Official Finance),31179769.59,15129977.99,MAR,Africa,
1864,2007,Ghana,ODA-like,"384,098","236,000",GHA,Africa,
1867,2001,Rwanda,ODA-like,6138424.509,2700000,RWA,Africa,
1868,2007,Ghana,ODA-like,,,GHA,Africa,
1872,2008,Ghana,Vague (Official Finance),"55,156,524","40,000,000",GHA,Africa,
1874,2001,Rwanda,ODA-like,"8,211,403","3,611,804",RWA,Africa,
1875,2008,Ghana,ODA-like,,,GHA,Africa,
1876,2001,Rwanda,ODA-like,"31,087,536","13,673,924",RWA,Africa,
1877,2001,Rwanda,ODA-like,"8,240,202","3,624,472",RWA,Africa,
1878,2008,Ghana,ODA-like,"10,203,957","7,400,000",GHA,Africa,
1879,2008,Ghana,ODA-like,344728.2734,250000,GHA,Africa,
1880,2005,Rwanda,ODA-like,"105,632","53,781",RWA,Africa,
1881,2005,Rwanda,ODA-like,2946190.77,1500000,RWA,Africa,
1882,2008,Ghana,Vague (Official Finance),"11,307,087","8,200,000",GHA,Africa,
1884,2006,Rwanda,ODA-like,,,RWA,Africa,
1885,2006,Rwanda,ODA-like,"9,197","5,000",RWA,Africa,
1886,2006,Rwanda,ODA-like,"14,089,888","7,660,000",RWA,Africa,
1888,2008,Rwanda,OOF-like,,,RWA,Africa,
1891,2006,Rwanda,Vague (Official Finance),,,RWA,Africa,
1892,2006,Rwanda,ODA-like,,,RWA,Africa,
1897,2007,Rwanda,ODA-like,,,RWA,Africa,
1898,2007,Rwanda,ODA-like,"2,380,498","1,462,643",RWA,Africa,
1899,2007,Rwanda,ODA-like,"260,405,103","160,000,000",RWA,Africa,
1902,2007,Nigeria,ODA-like,"26,908","16,533",NGA,Africa,
1903,2009,Tanzania,ODA-like,29798334.14,21957380.27,TZA,Africa,
1907,2009,Tanzania,ODA-like,"297,983","219,574",TZA,Africa,
1910,2009,Tanzania,Vague (Official Finance),"5,971,235","4,400,000",TZA,Africa,
1911,2009,Ghana,ODA-like,,,GHA,Africa,
1912,2009,Ghana,ODA-like,"606,623","447,000",GHA,Africa,
1913,2009,Ghana,ODA-like,"54,284","40,000",GHA,Africa,
1919,2010,Tanzania,ODA-like,"6,247","4,967",TZA,Africa,
1923,2010,Tanzania,ODA-like,57116.48681,45413.51168,TZA,Africa,
1924,2011,Tanzania,ODA-like,"72,149,176","65,000,000",TZA,Africa,
1926,2011,Tanzania,ODA-like,"6,326,928","5,700,000",TZA,Africa,
1931,2011,"Africa, regional",ODA-like,83249049.44,75000000,R_Africa,Africa,1
1934,2011,Tanzania,ODA-like,,,TZA,Africa,
1939,2007,Senegal,ODA-like,48825956.77,30000000,SEN,Africa,
1955,2009,Senegal,ODA-like,"31,213,272","23,000,000",SEN,Africa,
1959,2004,Ghana,ODA-like,,,GHA,Africa,
1964,2007,Mauritania,ODA-like,"99,279,445","61,000,000",MRT,Africa,
1976,2009,Ghana,ODA-like,,,GHA,Africa,
1978,2008,Rwanda,ODA-like,151293.754,109719.5717,RWA,Africa,
1984,2008,Rwanda,ODA-like,1984431.654,1439127.428,RWA,Africa,
1987,2007,Nigeria,ODA-like,"905,564","556,403",NGA,Africa,
1990,2007,Nigeria,Vague (Official Finance),"488,259,568","300,000,000",NGA,Africa,
1992,2009,Rwanda,ODA-like,"94,997","70,000",RWA,Africa,
1994,2002,Nigeria,ODA-like,"12,430,969","5,500,000",NGA,Africa,
2000,2009,Ghana,ODA-like,"20,356,482","15,000,000",GHA,Africa,
2002,2009,Ghana,ODA-like,11919333.65,8782952.106,GHA,Africa,
2004,2010,Ghana,OOF-like,327001502.9,260000000,GHA,Africa,
2010,2009,Rwanda,Vague (Official Finance),,,RWA,Africa,
2018,2010,Rwanda,ODA-like,"5,533,872","4,400,000",RWA,Africa,
2021,2011,Rwanda,ODA-like,"8,589,290","7,738,188",RWA,Africa,
2022,2011,Rwanda,ODA-like,"8,589,290","7,738,188",RWA,Africa,
2027,2010,Ghana,ODA-like,"377,309,426","300,000,000",GHA,Africa,
2031,2009,Ghana,ODA-like,162851854.5,120000000,GHA,Africa,
2032,2010,Ghana,Vague (Official Finance),"503,079,235","400,000,000",GHA,Africa,
2035,2010,Ghana,ODA-like,"25,153,962","20,000,000",GHA,Africa,
2046,2006,Morocco,ODA-like,,,MAR,Africa,
2048,2006,Morocco,ODA-like,4600836.614,2501255.365,MAR,Africa,
2052,2010,Ghana,ODA-like,"62,885","50,000",GHA,Africa,
2058,2009,Morocco,ODA-like,"1,852,787","1,365,255",MAR,Africa,
2061,2010,Morocco,ODA-like,,,MAR,Africa,
2065,2011,Morocco,Vague (Official Finance),"275,276,857","248,000,000",MAR,Africa,
2067,2011,Morocco,ODA-like,,,MAR,Africa,
2068,2006,Seychelles,ODA-like,,,SYC,Africa,
2069,2007,Seychelles,ODA-like,"4,455,101","2,737,336",SYC,Africa,
2070,2007,Seychelles,ODA-like,"7,323,894","4,500,000",SYC,Africa,
2071,2007,Seychelles,ODA-like,"2,441,298","1,500,000",SYC,Africa,
2072,2007,Seychelles,ODA-like,10696844.82,6572433.309,SYC,Africa,
2074,2008,Seychelles,ODA-like,,,SYC,Africa,
2078,2010,Seychelles,ODA-like,,,SYC,Africa,
2081,2011,Seychelles,ODA-like,8589290.175,7738187.613,SYC,Africa,
2087,2010,Senegal,Vague (Official Finance),,,SEN,Africa,
2088,2011,Ghana,ODA-like,,,GHA,Africa,
2095,2011,Senegal,ODA-like,12025006.25,10833462.66,SEN,Africa,
2099,2011,Senegal,Vague (Official Finance),"70,570,060","63,577,356",SEN,Africa,
2100,2005,Togo,ODA-like,"196,413","100,000",TGO,Africa,
2102,2009,Ghana,ODA-like,9879679.173,7280000,GHA,Africa,
2106,2011,Ghana,OOF-like,1664980.989,1500000,GHA,Africa,
2108,2010,Equatorial Guinea,Vague (Official Finance),"406,236,482","323,000,000",GNQ,Africa,
2111,2000,Zambia,ODA-like,"5,569,156","2,400,000",ZMB,Africa,
2113,2001,Zambia,ODA-like,1373367.035,604078.618,ZMB,Africa,
2115,2001,Zambia,ODA-like,3103314.613,1365000,ZMB,Africa,
2116,2001,Zambia,ODA-like,45469811.18,20000000,ZMB,Africa,
2117,2001,Zambia,ODA-like,"90,939,622","40,000,000",ZMB,Africa,
2126,2002,Zambia,ODA-like,"18,985,480","8,400,000",ZMB,Africa,
2127,2002,Zambia,ODA-like,,,ZMB,Africa,
2128,2002,Zambia,ODA-like,"5,461,370","2,416,347",ZMB,Africa,
2134,2006,Nigeria,ODA-like,"4,403,663","2,394,061",NGA,Africa,
2141,2000,Sudan,ODA-like,69614.44387,30000,SDN,Africa,
2147,2001,Sudan,ODA-like,"91,237,450","40,131,000",SDN,Africa,
2148,2002,Sudan,ODA-like,"8,192,054","3,624,520",SDN,Africa,
2149,2002,Sudan,Vague (Official Finance),339026433.4,150000000,SDN,Africa,
2154,2002,Sudan,ODA-like,"5,650,441","2,500,000",SDN,Africa,
2158,2003,Sudan,OOF-like,22032937.52,10000000,SDN,Africa,
2163,2004,Sudan,OOF-like,193714646.7,94000000,SDN,Africa,
2167,2005,Sudan,ODA-like,,,SDN,Africa,
2168,2003,Togo,ODA-like,,,TGO,Africa,
2172,2004,Togo,ODA-like,"136,532","66,252",TGO,Africa,
2173,2003,Togo,ODA-like,,,TGO,Africa,
2174,2005,Togo,ODA-like,,,TGO,Africa,
2176,2006,Togo,ODA-like,,,TGO,Africa,
2178,2006,Togo,ODA-like,,,TGO,Africa,
2180,2007,Togo,ODA-like,10187.63631,6259.561708,TGO,Africa,
2183,2006,Togo,ODA-like,"34,373,156","18,687,045",TGO,Africa,
2186,2007,Togo,ODA-like,"2,139,369","1,314,487",TGO,Africa,
2187,2009,Sudan,ODA-like,,,SDN,Africa,
2188,2008,Togo,ODA-like,"2,206,261","1,600,000",TGO,Africa,
2189,2008,Togo,ODA-like,,,TGO,Africa,
2193,2008,Togo,ODA-like,"7,937,727","5,756,510",TGO,Africa,
2195,2008,Togo,ODA-like,"923,781","669,934",TGO,Africa,
2196,2008,Togo,Vague (Official Finance),"9,237,809","6,699,341",TGO,Africa,
2198,2003,Zambia,ODA-like,13219762.51,6000000,ZMB,Africa,
2201,2003,Zambia,ODA-like,"132,198","60,000",ZMB,Africa,
2202,2000,Sierra Leone,ODA-like,"580,120","250,000",SLE,Africa,
2209,2003,Zambia,ODA-like,,,ZMB,Africa,
2210,2003,Zambia,ODA-like,,,ZMB,Africa,
2211,2001,Sierra Leone,ODA-like,,,SLE,Africa,
2214,2001,Sierra Leone,ODA-like,,,SLE,Africa,
2218,2004,Zambia,ODA-like,41215882.27,20000000,ZMB,Africa,
2219,2002,Sierra Leone,Vague (Official Finance),,,SLE,Africa,
2220,2004,Zambia,ODA-like,"1,030,397","500,000",ZMB,Africa,
2222,2004,Zambia,ODA-like,"2,266,874","1,100,000",ZMB,Africa,
2223,2012,Sierra Leone,ODA-like,"10,590,354","10,000,000",SLE,Africa,
2225,2003,Sierra Leone,ODA-like,,,SLE,Africa,
2226,2003,Sierra Leone,ODA-like,"550,823","250,000",SLE,Africa,
2232,2005,Zambia,ODA-like,,,ZMB,Africa,
2234,2005,Zambia,ODA-like,"982,064","500,000",ZMB,Africa,
2237,2004,Sierra Leone,ODA-like,,,SLE,Africa,
2239,2006,Sierra Leone,ODA-like,,,SLE,Africa,
2242,2006,Sierra Leone,ODA-like,,,SLE,Africa,
2243,2006,Sierra Leone,ODA-like,,,SLE,Africa,
2246,2003,Zambia,ODA-like,"17,626,350","8,000,000",ZMB,Africa,
2247,2005,Zambia,ODA-like,"910,837","463,736",ZMB,Africa,
2250,2007,Sierra Leone,ODA-like,"35,805,702","22,000,000",SLE,Africa,
