project_id,year,recipient_condensed,flow_class,usd_current,recipient_iso3,recipient_region
1403,2010,Ethiopia,Vague (Official Finance),10409734,ETH,Africa
1408,2011,Ethiopia,ODA-like,23214563,ETH,Africa
1416,2002,Nigeria,ODA-like, ,NGA,Africa
1428,2005,Tanzania,ODA-like,9500,TZA,Africa
1438,2009,Ethiopia,ODA-like, ,ETH,Africa
1439,2009,Ethiopia,ODA-like, ,ETH,Africa
1440,2003,Ethiopia,ODA-like,13500000,ETH,Africa
1443,2011,Egypt,ODA-like,9285825,EGY,Africa
1444,2000,Tanzania,ODA-like, ,TZA,Africa
1445,2011,Egypt,ODA-like, ,EGY,Africa
1447,2011,Ethiopia,ODA-like, ,ETH,Africa
1451,2011,Ethiopia,ODA-like,4642913,ETH,Africa
1453,2011,Ethiopia,ODA-like,5917,ETH,Africa
1457,2011,Ethiopia,OOF-like, ,ETH,Africa
1459,2011,Ethiopia,ODA-like,6414495,ETH,Africa
1462,2002,Ghana,ODA-like,53500000,GHA,Africa
1463,2011,Ethiopia,Vague (Official Finance),2400000000,ETH,Africa
1464,2011,Ethiopia,ODA-like,98274983,ETH,Africa
1468,2002,Ghana,ODA-like,8000000,GHA,Africa
1471,2011,Ethiopia,ODA-like,403000000,ETH,Africa
1474,2005,Seychelles,ODA-like,50000,SYC,Africa
1475,2007,Ethiopia,ODA-like,250000,ETH,Africa
1479,2002,Ghana,Vague (Official Finance), ,GHA,Africa
1483,2011,Namibia,ODA-like,468247,NAM,Africa
1484,2011,Namibia,ODA-like, ,NAM,Africa
1492,2003,Tanzania,ODA-like, ,TZA,Africa
1493,2003,Tanzania,ODA-like,200000,TZA,Africa
1496,2004,Tanzania,ODA-like, ,TZA,Africa
1497,2004,Ghana,ODA-like,5000000,GHA,Africa
1498,2003,Ghana,ODA-like,2416324,GHA,Africa
1503,2006,Mali,ODA-like, ,MLI,Africa
1504,2007,Mali,ODA-like,7821196,MLI,Africa
1505,2009,Mali,Vague (Official Finance),10246777,MLI,Africa
1506,2008,Mali,ODA-like, ,MLI,Africa
1507,2008,Mali,ODA-like, ,MLI,Africa
1508,2009,Mali,Vague (Official Finance), ,MLI,Africa
1511,2004,Ghana,ODA-like,62500,GHA,Africa
1515,2005,Tanzania,ODA-like,13000,TZA,Africa
1518,2005,Tanzania,ODA-like,124897,TZA,Africa
1521,2005,Tanzania,ODA-like,123125,TZA,Africa
1522,2006,Tanzania,Vague (Official Finance),10033313,TZA,Africa
1524,2003,Nigeria,ODA-like,3624486,NGA,Africa
1528,2003,Nigeria,OOF-like, ,NGA,Africa
1529,2003,Nigeria,ODA-like,2515045,NGA,Africa
1534,2004,Nigeria,ODA-like, ,NGA,Africa
1544,2010,Mali,Vague (Official Finance),151430405,MLI,Africa
1547,2011,Mali,ODA-like,14834716,MLI,Africa
1548,2011,Mali,ODA-like, ,MLI,Africa
1549,2011,Mali,ODA-like, ,MLI,Africa
1550,2011,Mali,ODA-like,150466,MLI,Africa
1552,2003,Liberia,ODA-like, ,LBR,Africa
1559,2008,Ghana,OOF-like, ,GHA,Africa
1562,2007,Togo,ODA-like, ,TGO,Africa
1563,2009,Togo,ODA-like,8894794,TGO,Africa
1564,2009,Togo,ODA-like, ,TGO,Africa
1565,2010,Togo,ODA-like,3200000,TGO,Africa
1570,2010,Togo,ODA-like,8600000,TGO,Africa
1575,2006,Sudan,ODA-like,1254164,SDN,Africa
1577,2007,Sudan,OOF-like,13144867,SDN,Africa
1578,2007,Sudan,Vague (Official Finance),11830380,SDN,Africa
1579,2007,Sudan,ODA-like,70000000,SDN,Africa
1581,2007,Sudan,ODA-like, ,SDN,Africa
1583,2004,Liberia,ODA-like,1200000,LBR,Africa
1587,2005,Liberia,ODA-like, ,LBR,Africa
1588,2002,Gabon,ODA-like,7249040,GAB,Africa
1589,2005,Liberia,ODA-like,6000000,LBR,Africa
1590,2005,Liberia,ODA-like, ,LBR,Africa
1594,2005,Liberia,ODA-like, ,LBR,Africa
1595,2004,Ghana,ODA-like,1400000,GHA,Africa
1597,2005,Liberia,ODA-like, ,LBR,Africa
1598,2005,Liberia,ODA-like,247000,LBR,Africa
1599,2006,Liberia,ODA-like,1000000,LBR,Africa
1602,2006,Liberia,ODA-like,25000000,LBR,Africa
1608,2006,Senegal,ODA-like, ,SEN,Africa
1612,2006,Liberia,ODA-like,1000000,LBR,Africa
1614,2006,Liberia,ODA-like,250000,LBR,Africa
1615,2007,Senegal,ODA-like, ,SEN,Africa
1620,2006,Liberia,ODA-like,21800000,LBR,Africa
1623,2006,Liberia,ODA-like,30000,LBR,Africa
1625,2006,Liberia,ODA-like,1000000,LBR,Africa
1627,2005,Liberia,OOF-like,4881432,LBR,Africa
1631,2007,Liberia,ODA-like, ,LBR,Africa
1638,2002,Libya,OOF-like, ,LBY,Africa
1647,2007,Liberia,ODA-like,131449,LBR,Africa
1648,2007,Liberia,ODA-like,1000000,LBR,Africa
1653,2008,Liberia,ODA-like,6000000,LBR,Africa
1657,2008,Liberia,ODA-like, ,LBR,Africa
1661,2008,Liberia,OOF-like, ,LBR,Africa
1665,2004,Ghana,OOF-like, ,GHA,Africa
1667,2008,Liberia,ODA-like,2200000,LBR,Africa
1670,2006,Liberia,OOF-like,4000000,LBR,Africa
1673,2006,Liberia,Vague (Official Finance),10000000,LBR,Africa
1677,2004,"Africa, regional",ODA-like, ,"SDN; RWA; NGA; Africa, regional; LSO; GHA; KEN; AGO",Africa
1680,2004,Ghana,ODA-like,6500,GHA,Africa
1681,2004,Ghana,ODA-like, ,GHA,Africa
1688,2003,Ghana,ODA-like, ,GHA,Africa
1695,2006,Senegal,ODA-like,3762492,SEN,Africa
1696,2006,Senegal,ODA-like,200000,SEN,Africa
1697,2006,Senegal,ODA-like,18500000,SEN,Africa
1700,2006,Senegal,ODA-like, ,SEN,Africa
1702,2007,Senegal,ODA-like,35000000,SEN,Africa
1703,2004,Nigeria,ODA-like,2250000,NGA,Africa
1708,2004,Nigeria,ODA-like, ,NGA,Africa
1712,2005,Nigeria,OOF-like,200000000,NGA,Africa
1715,2009,Liberia,ODA-like,292765,LBR,Africa
1724,2010,Liberia,ODA-like,1477046,LBR,Africa
1726,2010,Liberia,ODA-like,221557,LBR,Africa
1727,2010,Liberia,ODA-like,443114,LBR,Africa
1728,2010,Liberia,ODA-like,140,LBR,Africa
1729,2010,Liberia,ODA-like, ,LBR,Africa
1731,2010,Liberia,ODA-like,4200000,LBR,Africa
1734,2005,Ghana,Vague (Official Finance), ,GHA,Africa
1738,2006,Ghana,ODA-like, ,GHA,Africa
1739,2006,Ghana,Vague (Official Finance),31000000,GHA,Africa
1740,2006,Tanzania,OOF-like, ,TZA,Africa
1744,2006,Ghana,ODA-like,2200000,GHA,Africa
1745,2006,Ghana,ODA-like, ,GHA,Africa
1746,2006,Ghana,ODA-like, ,GHA,Africa
1756,2007,Senegal,ODA-like, ,SEN,Africa
1759,2007,Senegal,ODA-like, ,SEN,Africa
1760,2007,Senegal,ODA-like, ,SEN,Africa
1762,2005,Nigeria,ODA-like,4914382,NGA,Africa
1772,2006,Tanzania,ODA-like,982507,TZA,Africa
1773,2006,"Africa, regional",ODA-like,500000,"Africa, regional; KEN; TZA",Africa
1778,2007,Ghana,ODA-like,126000000,GHA,Africa
1783,2000,Tanzania,ODA-like,36231499,TZA,Africa
1785,2000,Morocco,Vague (Official Finance), ,MAR,Africa
1791,2011,Liberia,ODA-like,10000000,LBR,Africa
1792,2011,Liberia,ODA-like, ,LBR,Africa
1795,2008,Tanzania,ODA-like, ,TZA,Africa
1799,2011,Liberia,ODA-like, ,LBR,Africa
1800,2008,Tanzania,ODA-like,1500000,TZA,Africa
1801,2006,Nigeria,OOF-like,20000000,NGA,Africa
1802,2003,Rwanda,Vague (Official Finance),3719858,RWA,Africa
1805,2011,Liberia,ODA-like, ,LBR,Africa
1808,2011,Liberia,ODA-like,464291,LBR,Africa
1811,2011,Liberia,Vague (Official Finance),18000000,LBR,Africa
1814,2011,Liberia,ODA-like, ,LBR,Africa
1818,2006,Nigeria,ODA-like,5016656,NGA,Africa
1821,2006,Nigeria,ODA-like,627082,NGA,Africa
1839,2002,Morocco,Vague (Official Finance),604087,MAR,Africa
1840,2002,Morocco,ODA-like,96654,MAR,Africa
1846,2002,Morocco,Vague (Official Finance),603000,MAR,Africa
1851,2012,Nigeria,ODA-like,500000000,NGA,Africa
1852,2006,Nigeria,ODA-like,623000,NGA,Africa
1854,2009,Ghana,ODA-like,2927651,GHA,Africa
1856,2004,Morocco,ODA-like,604098,MAR,Africa
1857,2004,Morocco,ODA-like, ,MAR,Africa
1861,2008,Rwanda,ODA-like,3000000,RWA,Africa
1862,2007,Ghana,ODA-like,60000000,GHA,Africa
1863,2004,Morocco,Vague (Official Finance),15129978,MAR,Africa
1864,2007,Ghana,ODA-like,236000,GHA,Africa
1867,2001,Rwanda,ODA-like,2700000,RWA,Africa
1868,2007,Ghana,ODA-like, ,GHA,Africa
1872,2008,Ghana,Vague (Official Finance),40000000,GHA,Africa
1874,2001,Rwanda,ODA-like,3611804,RWA,Africa
1875,2008,Ghana,ODA-like, ,GHA,Africa
1876,2001,Rwanda,ODA-like,13673924,RWA,Africa
1877,2001,Rwanda,ODA-like,3624472,RWA,Africa
1878,2008,Ghana,ODA-like,7400000,GHA,Africa
1879,2008,Ghana,ODA-like,250000,GHA,Africa
1880,2005,Rwanda,ODA-like,53781,RWA,Africa
1881,2005,Rwanda,ODA-like,1500000,RWA,Africa
1882,2008,Ghana,Vague (Official Finance),8200000,GHA,Africa
1884,2006,Rwanda,ODA-like, ,RWA,Africa
1885,2006,Rwanda,ODA-like,5000,RWA,Africa
1886,2006,Rwanda,ODA-like,7660000,RWA,Africa
1888,2008,Rwanda,OOF-like, ,RWA,Africa
1891,2006,Rwanda,Vague (Official Finance), ,RWA,Africa
1892,2006,Rwanda,ODA-like, ,RWA,Africa
1897,2007,Rwanda,ODA-like, ,RWA,Africa
1898,2007,Rwanda,ODA-like,1462643,RWA,Africa
1899,2007,Rwanda,ODA-like,160000000,RWA,Africa
1902,2007,Nigeria,ODA-like,16533,NGA,Africa
1903,2009,Tanzania,ODA-like,21957380,TZA,Africa
1907,2009,Tanzania,ODA-like,219574,TZA,Africa
1910,2009,Tanzania,Vague (Official Finance),4400000,TZA,Africa
1911,2009,Ghana,ODA-like, ,GHA,Africa
1912,2009,Ghana,ODA-like,447000,GHA,Africa
1913,2009,Ghana,ODA-like,40000,GHA,Africa
1919,2010,Tanzania,ODA-like,4967,TZA,Africa
1923,2010,Tanzania,ODA-like,45414,TZA,Africa
1924,2011,Tanzania,ODA-like,65000000,TZA,Africa
1926,2011,Tanzania,ODA-like,5700000,TZA,Africa
1931,2011,"Africa, regional",ODA-like,75000000,"Africa, regional; ZMB; TZA",Africa
1934,2011,Tanzania,ODA-like, ,TZA,Africa
1939,2007,Senegal,ODA-like,30000000,SEN,Africa
1955,2009,Senegal,ODA-like,23000000,SEN,Africa
1959,2004,Ghana,ODA-like, ,GHA,Africa
1964,2007,Mauritania,ODA-like,61000000,MRT,Africa
1976,2009,Ghana,ODA-like, ,GHA,Africa
1978,2008,Rwanda,ODA-like,109720,RWA,Africa
1984,2008,Rwanda,ODA-like,1439127,RWA,Africa
1987,2007,Nigeria,ODA-like,556403,NGA,Africa
1990,2007,Nigeria,Vague (Official Finance),300000000,NGA,Africa
1992,2009,Rwanda,ODA-like,70000,RWA,Africa
1994,2002,Nigeria,ODA-like,5500000,NGA,Africa
2000,2009,Ghana,ODA-like,15000000,GHA,Africa
2002,2009,Ghana,ODA-like,8782952,GHA,Africa
2004,2010,Ghana,OOF-like,260000000,GHA,Africa
2010,2009,Rwanda,Vague (Official Finance), ,RWA,Africa
2018,2010,Rwanda,ODA-like,4400000,RWA,Africa
2021,2011,Rwanda,ODA-like,7738188,RWA,Africa
2022,2011,Rwanda,ODA-like,7738188,RWA,Africa
2027,2010,Ghana,ODA-like,300000000,GHA,Africa
2031,2009,Ghana,ODA-like,120000000,GHA,Africa
2032,2010,Ghana,Vague (Official Finance),400000000,GHA,Africa
2035,2010,Ghana,ODA-like,20000000,GHA,Africa
2046,2006,Morocco,ODA-like, ,MAR,Africa
2048,2006,Morocco,ODA-like,2501255,MAR,Africa
2052,2010,Ghana,ODA-like,50000,GHA,Africa
2058,2009,Morocco,ODA-like,1365255,MAR,Africa
2061,2010,Morocco,ODA-like, ,MAR,Africa
2065,2011,Morocco,Vague (Official Finance),248000000,MAR,Africa
2067,2011,Morocco,ODA-like, ,MAR,Africa
2068,2006,Seychelles,ODA-like, ,SYC,Africa
2069,2007,Seychelles,ODA-like,2737336,SYC,Africa
2070,2007,Seychelles,ODA-like,4500000,SYC,Africa
2071,2007,Seychelles,ODA-like,1500000,SYC,Africa
2072,2007,Seychelles,ODA-like,6572433,SYC,Africa
2074,2008,Seychelles,ODA-like, ,SYC,Africa
2078,2010,Seychelles,ODA-like, ,SYC,Africa
2081,2011,Seychelles,ODA-like,7738188,SYC,Africa
2087,2010,Senegal,Vague (Official Finance), ,SEN,Africa
2088,2011,Ghana,ODA-like, ,GHA,Africa
2095,2011,Senegal,ODA-like,10833463,SEN,Africa
2099,2011,Senegal,Vague (Official Finance),63577356,SEN,Africa
2100,2005,Togo,ODA-like,100000,TGO,Africa
2102,2009,Ghana,ODA-like,7280000,GHA,Africa
2106,2011,Ghana,OOF-like,1500000,GHA,Africa
2108,2010,Equatorial Guinea,Vague (Official Finance),323000000,GNQ,Africa
2111,2000,Zambia,ODA-like,2400000,ZMB,Africa
2113,2001,Zambia,ODA-like,604079,ZMB,Africa
2115,2001,Zambia,ODA-like,1365000,ZMB,Africa
2116,2001,Zambia,ODA-like,20000000,ZMB,Africa
2117,2001,Zambia,ODA-like,40000000,ZMB,Africa
2126,2002,Zambia,ODA-like,8400000,ZMB,Africa
2127,2002,Zambia,ODA-like, ,ZMB,Africa
2128,2002,Zambia,ODA-like,2416347,ZMB,Africa
2134,2006,Nigeria,ODA-like,2394061,NGA,Africa
2141,2000,Sudan,ODA-like,30000,SDN,Africa
2147,2001,Sudan,ODA-like,40131000,SDN,Africa
2148,2002,Sudan,ODA-like,3624520,SDN,Africa
2149,2002,Sudan,Vague (Official Finance),150000000,SDN,Africa
2154,2002,Sudan,ODA-like,2500000,SDN,Africa
2158,2003,Sudan,OOF-like,10000000,SDN,Africa
2163,2004,Sudan,OOF-like,94000000,SDN,Africa
2167,2005,Sudan,ODA-like, ,SDN,Africa
2168,2003,Togo,ODA-like, ,TGO,Africa
2172,2004,Togo,ODA-like,66252,TGO,Africa
2173,2003,Togo,ODA-like, ,TGO,Africa
2174,2005,Togo,ODA-like, ,TGO,Africa
2176,2006,Togo,ODA-like, ,TGO,Africa
2178,2006,Togo,ODA-like, ,TGO,Africa
2180,2007,Togo,ODA-like,6260,TGO,Africa
2183,2006,Togo,ODA-like,18687045,TGO,Africa
2186,2007,Togo,ODA-like,1314487,TGO,Africa
2187,2009,Sudan,ODA-like, ,SDN,Africa
2188,2008,Togo,ODA-like,1600000,TGO,Africa
2189,2008,Togo,ODA-like, ,TGO,Africa
2193,2008,Togo,ODA-like,5756510,TGO,Africa
2195,2008,Togo,ODA-like,669934,TGO,Africa
2196,2008,Togo,Vague (Official Finance),6699341,TGO,Africa
2198,2003,Zambia,ODA-like,6000000,ZMB,Africa
2201,2003,Zambia,ODA-like,60000,ZMB,Africa
2202,2000,Sierra Leone,ODA-like,250000,SLE,Africa
2209,2003,Zambia,ODA-like, ,ZMB,Africa
2210,2003,Zambia,ODA-like, ,ZMB,Africa
2211,2001,Sierra Leone,ODA-like, ,SLE,Africa
2214,2001,Sierra Leone,ODA-like, ,SLE,Africa
2218,2004,Zambia,ODA-like,20000000,ZMB,Africa
2219,2002,Sierra Leone,Vague (Official Finance), ,SLE,Africa
2220,2004,Zambia,ODA-like,500000,ZMB,Africa
2222,2004,Zambia,ODA-like,1100000,ZMB,Africa
2223,2012,Sierra Leone,ODA-like,10000000,SLE,Africa
2225,2003,Sierra Leone,ODA-like, ,SLE,Africa
2226,2003,Sierra Leone,ODA-like,250000,SLE,Africa
2232,2005,Zambia,ODA-like, ,ZMB,Africa
2234,2005,Zambia,ODA-like,500000,ZMB,Africa
2237,2004,Sierra Leone,ODA-like, ,SLE,Africa
2239,2006,Sierra Leone,ODA-like, ,SLE,Africa
2242,2006,Sierra Leone,ODA-like, ,SLE,Africa
2243,2006,Sierra Leone,ODA-like, ,SLE,Africa
2246,2003,Zambia,ODA-like,8000000,ZMB,Africa
2247,2005,Zambia,ODA-like,463736,ZMB,Africa
2250,2007,Sierra Leone,ODA-like,22000000,SLE,Africa
2251,2007,Sierra Leone,ODA-like, ,SLE,Africa
2252,2004,Somalia,ODA-like,37891,SOM,Africa
2254,2008,Sierra Leone,ODA-like, ,SLE,Africa
2257,2009,Sierra Leone,ODA-like, ,SLE,Africa
2259,2009,Sierra Leone,Vague (Official Finance),30000000,SLE,Africa
2260,2009,Sierra Leone,ODA-like, ,SLE,Africa
2261,2010,Sierra Leone,ODA-like, ,SLE,Africa
2266,2010,Sierra Leone,ODA-like, ,SLE,Africa
2267,2011,Sierra Leone,ODA-like,15314225,SLE,Africa
2272,2006,Zambia,ODA-like,211000000,ZMB,Africa
2276,2006,"Africa, regional",ODA-like,5000000,"TZA; ZMB; Africa, regional",Africa
2279,2004,Somalia,ODA-like,100000,SOM,Africa
2284,2005,Somalia,ODA-like,3000500,SOM,Africa
2286,2000,Guinea,Vague (Official Finance),6869430,GIN,Africa
2288,2007,Sudan,ODA-like,5257947,SDN,Africa
2290,2006,Zambia,ODA-like, ,ZMB,Africa
2291,2006,Zambia,ODA-like,800000,ZMB,Africa
2302,2005,"Africa, regional",Vague (Official Finance),6200000,"Africa, regional; TZA; ZMB",Africa
2303,2007,Zambia,Vague (Official Finance),39899000,ZMB,Africa
2304,2007,Zambia,ODA-like, ,ZMB,Africa
2305,2007,Zambia,ODA-like,8000000,ZMB,Africa
2324,2010,Zambia,ODA-like,53321367,ZMB,Africa
2337,2011,Zambia,ODA-like,1547638,ZMB,Africa
2338,2011,Zambia,Vague (Official Finance),180000000,ZMB,Africa
2339,2011,Zambia,ODA-like,94000000,ZMB,Africa
2340,2011,Zambia,ODA-like, ,ZMB,Africa
2342,2007,Zambia,ODA-like,6000000,ZMB,Africa
2347,2004,Guinea,ODA-like, ,GIN,Africa
2349,2006,Guinea,ODA-like,38844,GIN,Africa
2350,2006,Guinea,ODA-like,58267,GIN,Africa
2352,2006,Guinea,ODA-like,2136441,GIN,Africa
2354,2005,Guinea,ODA-like,45000000,GIN,Africa
2355,2006,Guinea,Vague (Official Finance),9000000,GIN,Africa
2359,2007,Guinea,ODA-like,4000000,GIN,Africa
2364,2007,Guinea,ODA-like, ,GIN,Africa
2368,2008,Guinea,ODA-like,10000000,GIN,Africa
2369,2008,Guinea,OOF-like, ,GIN,Africa
2372,2007,Guinea,ODA-like,50000000,GIN,Africa
2373,2008,Guinea,ODA-like, ,GIN,Africa
2380,2001,Niger,ODA-like,12000000,NER,Africa
2382,2001,Niger,ODA-like, ,NER,Africa
2402,2007,Sudan,ODA-like, ,SDN,Africa
2404,2007,Sudan,ODA-like, ,SDN,Africa
2405,2007,Sudan,ODA-like,2628973,SDN,Africa
2407,2008,Sudan,ODA-like,8634765,SDN,Africa
2408,2008,"Africa, regional",ODA-like, ,"SDN; Africa, regional; SSD",Africa
2409,2008,Sudan,ODA-like, ,SDN,Africa
2413,2008,Sudan,ODA-like, ,SDN,Africa
2416,2009,Mauritania,ODA-like,439148,MRT,Africa
2440,2009,South Sudan,ODA-like, ,SSD,Africa
2441,2009,Sudan,ODA-like,2927651,SDN,Africa
2451,2009,Sudan,ODA-like,3000000,SDN,Africa
2455,2010,Sudan,ODA-like,1477046,SDN,Africa
2461,2010,Sudan,ODA-like,5908185,SDN,Africa
2462,2011,Sudan,Vague (Official Finance),10000000,SDN,Africa
2465,2011,Sudan,ODA-like, ,SDN,Africa
2466,2011,South Sudan,ODA-like,760000,SSD,Africa
2471,2011,South Sudan,ODA-like, ,SSD,Africa
2474,2011,Tunisia,ODA-like,2000000,TUN,Africa
2489,2000,Uganda,ODA-like,3200000,UGA,Africa
2494,2000,Uganda,ODA-like, ,UGA,Africa
2495,2001,Uganda,ODA-like,50000000,UGA,Africa
2496,2001,Uganda,ODA-like,8383291,UGA,Africa
2497,2003,Uganda,ODA-like,10000,UGA,Africa
2498,2002,Uganda,ODA-like,4742436,UGA,Africa
2501,2001,Uganda,ODA-like,37479,UGA,Africa
2502,2003,Uganda,ODA-like,1449794,UGA,Africa
2505,2002,Uganda,ODA-like, ,UGA,Africa
2507,2003,Uganda,ODA-like,250000,UGA,Africa
2509,2003,Uganda,ODA-like,3624486,UGA,Africa
2510,2004,Uganda,ODA-like,5000000,UGA,Africa
2514,2006,Uganda,ODA-like,13104346,UGA,Africa
2515,2006,Uganda,ODA-like, ,UGA,Africa
2517,2006,Uganda,ODA-like,10000000,UGA,Africa
2518,2007,Uganda,ODA-like,17000000,UGA,Africa
10642,2009,Namibia,ODA-like, ,NAM,Africa
11101,2008,Malawi,ODA-like, ,MWI,Africa
11112,2007,Tunisia,OOF-like, ,TUN,Africa
11192,2007,"Africa, regional",ODA-like, ,"MUS; Africa, regional; ERI",Africa
11336,2005,Namibia,ODA-like,2861937,NAM,Africa
11347,2007,Uganda,ODA-like,1160435,UGA,Africa
11413,2006,Uganda,ODA-like,1827210,UGA,Africa
11465,2007,Uganda,ODA-like,100000,UGA,Africa
11543,2008,Uganda,Vague (Official Finance),5000000,UGA,Africa
11563,2008,Uganda,ODA-like,1511238,UGA,Africa
11579,2008,Uganda,ODA-like,10151613,UGA,Africa
11667,2004,Kenya,OOF-like, ,KEN,Africa
11756,2011,Gabon,ODA-like, ,GAB,Africa
11897,2007,Cameroon,ODA-like, ,CMR,Africa
11939,2007,Cameroon,ODA-like,55500000,CMR,Africa
12127,2007,Uganda,ODA-like,27000000,UGA,Africa
12177,2007,Uganda,ODA-like,406152,UGA,Africa
12194,2005,Burundi,ODA-like, ,BDI,Africa
12253,2009,Uganda,ODA-like,101000000,UGA,Africa
12292,2008,Burundi,ODA-like,2158691,BDI,Africa
12298,2008,Burundi,ODA-like,8385275,BDI,Africa
12303,2008,Burundi,ODA-like, ,BDI,Africa
12324,2007,Burundi,ODA-like,202063,BDI,Africa
12353,2007,Burundi,ODA-like,18070248,BDI,Africa
12360,2009,Uganda,ODA-like,400000,UGA,Africa
12382,2000,Gabon,ODA-like,2600000,GAB,Africa
12430,2004,Uganda,ODA-like, ,UGA,Africa
12448,2009,Uganda,ODA-like,300000,UGA,Africa
12479,2009,Uganda,ODA-like,5000000,UGA,Africa
12513,2009,Uganda,ODA-like,750000,UGA,Africa
12550,2006,Senegal,ODA-like,250000,SEN,Africa
12776,2006,Equatorial Guinea,Vague (Official Finance),60000000,GNQ,Africa
12814,2001,"Congo, Rep.",ODA-like,4092554,COG,Africa
12843,2003,"Congo, Rep.",ODA-like, ,COG,Africa
12860,2005,Equatorial Guinea,ODA-like, ,GNQ,Africa
12892,2006,"Congo, Rep.",ODA-like,309816531,COG,Africa
12970,2008,Tunisia,ODA-like, ,TUN,Africa
12985,2006,Tunisia,Vague (Official Finance),3762492,TUN,Africa
13059,2003,"Congo, Dem. Rep.",ODA-like,724923,COD,Africa
13066,2006,Guinea,ODA-like, ,GIN,Africa
13197,2009,Mauritania,ODA-like,8782952,MRT,Africa
13272,2010,Morocco,OOF-like, ,MAR,Africa
13307,2011,Seychelles,ODA-like,44207982,SYC,Africa
13330,2009,Guinea,ODA-like, ,GIN,Africa
13398,2011,Guinea,ODA-like, ,GIN,Africa
13505,2012,Tunisia,ODA-like,1300000,TUN,Africa
13551,2004,Ghana,ODA-like,2400000,GHA,Africa
13788,2011,Guinea,ODA-like, ,GIN,Africa
13823,2011,Guinea,OOF-like,335000000,GIN,Africa
13867,2004,Togo,ODA-like, ,TGO,Africa
13901,2006,Togo,ODA-like, ,TGO,Africa
13957,2006,Togo,ODA-like,63111,TGO,Africa
14020,2002,Tunisia,ODA-like, ,TUN,Africa
14113,2005,Sudan,ODA-like,1220358,SDN,Africa
14235,2011,Uganda,OOF-like,350000000,UGA,Africa
14267,2009,Libya,OOF-like,300000000,LBY,Africa
14326,2000,Sudan,ODA-like,3019869,SDN,Africa
14342,2010,Uganda,ODA-like,3000000,UGA,Africa
14352,2009,Mauritius,ODA-like,526977,MUS,Africa
14359,2010,Uganda,ODA-like,400000,UGA,Africa
14381,2010,Uganda,ODA-like, ,UGA,Africa
14393,2006,"Africa, regional",Vague (Official Finance),11287477,"TZA; ZMB; Africa, regional",Africa
14529,2001,Zambia,ODA-like,500000,ZMB,Africa
14612,2010,Uganda,ODA-like,459230,UGA,Africa
14681,2011,Uganda,ODA-like,100000000,UGA,Africa
14883,2009,Tanzania,ODA-like,5855301,TZA,Africa
14888,2006,Tanzania,ODA-like, ,TZA,Africa
14897,2006,Tanzania,ODA-like, ,TZA,Africa
14910,2006,Tanzania,ODA-like,627082,TZA,Africa
14994,2006,Zambia,ODA-like,10033313,ZMB,Africa
15060,2006,Guinea,Vague (Official Finance),2500000,GIN,Africa
15102,2001,Uganda,ODA-like,40000000,UGA,Africa
15202,2009,Cote D'Ivoire,ODA-like,14638254,CIV,Africa
15226,2007,Niger,ODA-like,3863158,NER,Africa
15400,2007,Uganda,ODA-like,6800000,UGA,Africa
15411,2010,Zambia,ODA-like,4431139,ZMB,Africa
15457,2008,Niger,ODA-like, ,NER,Africa
15507,2011,Zambia,ODA-like,313012,ZMB,Africa
15518,2011,Zambia,ODA-like, ,ZMB,Africa
15577,2005,Niger,ODA-like, ,NER,Africa
15631,2009,Niger,ODA-like,7319127,NER,Africa
15643,2009,Niger,ODA-like,292765,NER,Africa
15705,2010,Guinea,ODA-like, ,GIN,Africa
15711,2010,Niger,ODA-like,302861,NER,Africa
15874,2009,Kenya,ODA-like, ,KEN,Africa
15958,2002,South Africa,ODA-like, ,ZAF,Africa
15983,2004,South Africa,ODA-like, ,ZAF,Africa
16026,2008,"Africa, regional",ODA-like, ,"Africa, regional; KEN",Africa
16037,2001,South Africa,Vague (Official Finance), ,ZAF,Africa
16076,2003,South Africa,ODA-like, ,ZAF,Africa
16115,2010,Kenya,ODA-like, ,KEN,Africa
16189,2006,South Africa,ODA-like, ,ZAF,Africa
16216,2006,"Africa, regional",ODA-like, ,"LSO; Africa, regional; EGY; TUN; ZAF",Africa
16239,2000,Zimbabwe,ODA-like,2415895,ZWE,Africa
16248,2007,Chad,ODA-like,33384329,TCD,Africa
16265,2007,Chad,Vague (Official Finance),27124767,TCD,Africa
16295,2006,South Africa,OOF-like, ,ZAF,Africa
16356,2007,"Africa, regional",ODA-like, ,"Africa, regional; ZAF",Africa
16372,2006,South Africa,OOF-like, ,ZAF,Africa
16379,2007,Kenya,Vague (Official Finance),21031787,KEN,Africa
16392,2007,Kenya,Vague (Official Finance),14853699,KEN,Africa
16401,2000,Zimbabwe,ODA-like,604000,ZWE,Africa
16422,2007,South Africa,OOF-like, ,ZAF,Africa
16457,2012,Morocco,OOF-like, ,MAR,Africa
16463,2007,South Africa,ODA-like, ,ZAF,Africa
16519,2006,Uganda,ODA-like, ,UGA,Africa
16553,2006,South Africa,ODA-like,2508328,ZAF,Africa
16613,2001,Zimbabwe,ODA-like,241631,ZWE,Africa
16623,2001,Zimbabwe,ODA-like,250000,ZWE,Africa
16658,2009,South Africa,OOF-like,1000000000,ZAF,Africa
16668,2009,South Africa,ODA-like, ,ZAF,Africa
16699,2002,Zimbabwe,ODA-like,37465,ZWE,Africa
16801,2006,Rwanda,ODA-like,4500000,RWA,Africa
